brand,vehiclemodel,manufacturingyear,type,rating,color,duty,fuel,cylindercount,type_of_gear,capacity,turbo,odometer,airbags,price
fiat,500l long,2012.0,coupe,2.0,jet black,9525.0,gas,4.0,auto,1.4,no,83545.0,12.0,10036.0
volkswagen,jetta.,2012.0,sedan,0.0,metallic,753.0,diesel,4.0,auto,2.0,yes,207768.0,6.0,17249.0
ford,escape,2013.0,jeep,1.0,emerald green,709.0,gas,4.0,auto,0,no,192000.0,12.0,23521.0
hyundai,elantra,2017.0,sedan,5.0,pearl white,831.0,diesel,0.0,auto,1.6,no,98.0,4.0,28909.0
hyundai,sonata,2013.0,sedan,6.0,metallic,751.0,hybrid,0.0,auto,2.4,no,126.0,0.0,2744.0
honda,fit,2002.0,hatchback,4.0,crimson,2447.0,gas,0.0,auto,1.3,no,161.0,4.0,6272.0
mercedes-benz,e 250,1995.0,sedan,3.0,pearl white,2065.0,diesel,2.0,auto,2.5,no,410918.0,12.0,7840.0
bmw,x5,2012.0,jeep,2.0,pearl white,9081.0,diesel,0.0,auto,3,no,274.0,0.0,13463.0
hyundai,tucson,2011.0,jeep,2.0,metallic,707.0,diesel,4.0,auto,0,no,83662.0,4.0,28830.0
toyota,camry,2012.0,sedan,3.0,other,781.0,hybrid,4.0,auto,2.5,no,118882.0,12.0,13015.0
mercedes-benz,sprinter,2010.0,microbus,1.0,pearl white,1832.0,diesel,14.0,manual,2.2,yes,232722.0,4.0,41710.0
mitsubishi,airtrek,2003.0,jeep,2.0,jet black,862.0,gas,4.0,auto,2,no,129000.0,4.0,8467.0
mercedes-benz,e 350.,2009.0,sedan,3.0,jet black,1624.0,diesel,6.0,auto,3.5,no,266061.0,12.0,1411.0
kia,rio,2013.0,sedan,4.0,jet black,10530.0,gas,4.0,auto,1.6,no,137000.0,4.0,12544.0
toyota,prius,2013.0,hatchback,4.0,other,1907.0,hybrid,0.0,auto,1.8,no,6.0,12.0,17249.0
mercedes-benz,s 550,2001.0,sedan,0.0,other,1935.0,gas,8.0,auto,5.5,no,148000.0,12.0,38260.0
lexus,rx 450,2010.0,jeep,4.0,charcoal,1399.0,hybrid,6.0,auto,3.5,no,315270.0,12.0,2509.0
toyota,prius,2010.0,sedan,2.0,charcoal,761.0,hybrid,4.0,auto,1.8,no,154000.0,10.0,11604.0
hyundai,sonata,2015.0,sedan,4.0,other,765.0,gas,4.0,auto,2,no,30258.0,4.0,12471.0
hyundai,elantra,2016.0,sedan,3.0,charcoal,10730.0,gas,4.0,auto,1.6,no,30312.0,4.0,18503.0
ford,focus,2012.0,hatchback,2.0,jet black,642.0,gas,4.0,auto,2,no,160000.0,8.0,10663.0
honda,insight,2013.0,sedan,6.0,other,447.0,hybrid,0.0,auto,0,no,44.0,0.0,14113.0
mercedes-benz,sprinter euro4,2007.0,microbus,6.0,emerald green,1408.0,diesel,4.0,manual,2.2,yes,215423.0,4.0,21953.0
audi,a8,2006.0,sedan,1.0,jet black,11104.0,gas,8.0,auto,0,no,205000.0,12.0,9000.0
mercedes-benz,gla 250.,2015.0,jeep,0.0,pearl white,765.0,gas,4.0,auto,2,no,37786.0,0.0,1019.0
toyota,prius,2010.0,sedan,5.0,jet black,684.0,hybrid,4.0,auto,1.8,no,139200.0,6.0,18189.0
hyundai,tucson,2016.0,jeep,2.0,jet black,891.0,diesel,4.0,auto,2,no,88585.0,4.0,45542.0
mercedes-benz,e 350,2010.0,sedan,2.0,other,1018.0,diesel,0.0,auto,3,no,273.0,12.0,9879.0
hyundai,tucson,2011.0,jeep,4.0,metallic,707.0,diesel,14.0,auto,2,no,67630.0,4.0,14122.0
lexus,gx 470,2005.0,jeep,2.0,pearl white,2938.0,gas,8.0,auto,4.7,no,243000.0,8.0,34497.0
toyota,rav 4,2015.0,jeep,3.0,sapphire blue,1249.0,gas,14.0,auto,2.5,no,63618.0,12.0,3763.0
ford,escape,2008.0,jeep,5.0,other,1246.0,hybrid,4.0,auto,2.3,no,161000.0,4.0,10663.0
hyundai,sonata,2011.0,sedan,2.0,other,1017.0,gas,0.0,auto,2,no,238.0,4.0,16935.0
chevrolet,volt,2014.0,hatchback,5.0,other,259.0,hybrid,4.0,auto,1.4,no,70400.0,8.0,26030.0
lexus,rx 350,2011.0,jeep,2.0,jet black,1172.0,gas,12.0,auto,0,no,900000.0,12.0,27911.0
ford,taurus,2018.0,jeep,0.0,pearl white,1823.0,gas,6.0,auto,3.5,no,12824.0,12.0,5331.0
bmw,x5.,2000.0,jeep,3.0,jet black,1057.0,diesel,16.0,auto,3.0,yes,235000.0,8.0,22894.0
toyota,tacoma,2020.0,sedan,4.0,jet black,1817.0,gas,6.0,auto,3.5,no,1669.0,12.0,31675.0
hyundai,sonata,2012.0,sedan,4.0,crimson,1956.0,hybrid,14.0,auto,2.4,no,0.0,0.0,1176.0
bmw,x5,2011.0,jeep,1.0,jet black,1018.0,diesel,6.0,auto,3.0,yes,145000.0,12.0,30420.0
hyundai,sonata,2014.0,sedan,4.0,metallic,1356.0,gas,4.0,auto,2,no,418369.0,4.0,11604.0
bmw,330,2003.0,sedan,6.0,pearl white,1822.0,gas,6.0,auto,3,no,150300.0,0.0,14740.0
toyota,aqua,2012.0,hatchback,0.0,other,502.0,gas,4.0,auto,1.5,no,49000.0,4.0,16966.0
kia,optima.,2017.0,sedan,0.0,pearl white,1202.0,gas,4.0,auto,2.4,no,30400.0,10.0,23521.0
toyota,rav 4,2001.0,jeep,2.0,metallic,1624.0,gas,4.0,auto,2,no,91000.0,4.0,10820.0
lexus,ct 200h,2014.0,hatchback,1.0,crimson,308.0,hybrid,4.0,auto,1.8,no,132563.0,0.0,10349.0
chevrolet,orlando,2015.0,jeep,3.0,charcoal,629.0,diesel,4.0,auto,1.6,no,135039.0,4.0,23994.0
ssangyong,rexton,2009.0,jeep,4.0,other,8727.0,diesel,14.0,auto,2.7,no,56629.0,4.0,9252.0
lexus,gx 460,2010.0,jeep,3.0,other,1811.0,gas,8.0,auto,4.6,no,275240.0,0.0,15681.0
ssangyong,rexton,2007.0,jeep,5.0,other,9360.0,diesel,14.0,auto,2,no,114778.0,4.0,40340.0
chevrolet,suburban,2019.0,sedan,5.0,jet black,2711.0,gas,8.0,auto,5.3,no,19901.0,12.0,28225.0
kia,rio lx,2014.0,sedan,3.0,jet black,528.0,gas,4.0,auto,0,no,76800.0,4.0,14740.0
ford,transit,2003.0,microbus,1.0,jet black,3175.0,diesel,4.0,manual,2.4,yes,13000.0,4.0,2300.0
hyundai,elantra,2010.0,sedan,2.0,other,687.0,gas,4.0,auto,1.6,no,159048.0,4.0,13771.0
mercedes-benz,e 350.,2011.0,sedan,0.0,pearl white,1172.0,diesel,6.0,auto,3.5,no,140944.0,12.0,5175.0
ford,fusion,2014.0,sedan,1.0,other,333.0,hybrid,4.0,auto,2,no,165442.0,12.0,9404.0
subaru,forester,2003.0,goods wagon,6.0,metallic,1717.0,gas,4.0,auto,2.0,yes,200000.0,0.0,5959.0
chevrolet,malibu.,2017.0,sedan,3.0,metallic,807.0,gas,4.0,auto,1.5,yes,96000.0,12.0,22580.0
toyota,prius,2009.0,hatchback,2.0,other,353.0,hybrid,4.0,auto,1.8,no,41157.0,12.0,1019.0
mercedes-benz,e 350,2013.0,sedan,4.0,charcoal,1055.0,diesel,0.0,auto,3.5,no,107.0,12.0,5802.0
toyota,camry,2014.0,sedan,1.0,jet black,394.0,hybrid,4.0,auto,2.5,no,398069.0,12.0,1098.0
mercedes-benz,e 350,2014.0,sedan,5.0,other,1053.0,diesel,6.0,auto,3.5,no,219030.0,12.0,29793.0
hyundai,elantra,2011.0,sedan,0.0,charcoal,583.0,gas,4.0,auto,0,no,163693.0,4.0,18531.0
mercedes-benz,e 200,2006.0,sedan,2.0,sky blue,2065.0,diesel,6.0,auto,2.2,no,270000.0,8.0,19130.0
chevrolet,impala.,2016.0,sedan,0.0,jet black,1391.0,gas,4.0,auto,2.5,no,120428.0,4.0,44752.0
jeep,grand cherokee,2012.0,jeep,6.0,other,919.0,diesel,4.0,auto,3,no,160291.0,4.0,41977.0
mercedes-benz,e 350,2016.0,sedan,6.0,charcoal,1493.0,diesel,6.0,auto,3.5,no,77205.0,12.0,1568.0
daewoo,lacetti,2009.0,sedan,2.0,metallic,922.0,gas,4.0,auto,1.9,no,44521.0,4.0,5604.0
mercedes-benz,e 350,2013.0,sedan,5.0,charcoal,1055.0,diesel,6.0,auto,3.5,no,107800.0,12.0,3450.0
toyota,prius,2010.0,sedan,0.0,charcoal,761.0,gas,4.0,auto,1.8,yes,225600.0,8.0,14426.0
hyundai,h1,2010.0,universal,0.0,charcoal,1024.0,diesel,4.0,auto,2.5,no,222784.0,4.0,18500.0
hyundai,tucson,2017.0,jeep,2.0,other,1017.0,diesel,0.0,auto,2,no,133.0,4.0,39226.0
renault,scenic.,2007.0,minivan,5.0,jet black,988.0,diesel,4.0,manual,1.5,yes,240000.0,6.0,11604.0
toyota,aqua,2014.0,hatchback,0.0,other,1817.0,gas,4.0,auto,1.5,no,37000.0,6.0,10976.0
hyundai,h1,2016.0,minivan,3.0,metallic,8909.0,diesel,4.0,auto,2.5,no,90132.0,4.0,36899.0
hyundai,sonata,2015.0,sedan,1.0,other,1565.0,gas,4.0,auto,2,no,133392.0,4.0,16508.0
hyundai,sonata,2015.0,sedan,2.0,tangerine,765.0,gas,4.0,auto,2,no,374013.0,4.0,9252.0
ford,transit,2007.0,microbus,3.0,other,4640.0,diesel,4.0,manual,2.5,no,270000.0,2.0,9408.0
hyundai,santa fe,2016.0,jeep,1.0,other,1110.0,diesel,4.0,auto,2.2,no,21037.0,4.0,44846.0
ssangyong,rexton.,2013.0,jeep,4.0,pearl white,640.0,diesel,4.0,auto,2,no,152859.0,4.0,38251.0
hyundai,sonata,2015.0,sedan,4.0,tangerine,891.0,gas,4.0,auto,2,no,410137.0,4.0,13172.0
chevrolet,cruze.,2014.0,sedan,5.0,charcoal,584.0,gas,14.0,auto,1.8,no,59532.0,4.0,16766.0
daihatsu,terios,2001.0,jeep,4.0,emerald green,2736.0,gas,4.0,auto,0,no,145000.0,2.0,7840.0
hyundai,tucson,2010.0,jeep,1.0,jet black,836.0,diesel,4.0,auto,2,no,140123.0,4.0,15957.0
hyundai,h1,2011.0,minivan,8.0,other,862.0,diesel,4.0,auto,2.5,no,237853.0,4.0,17054.0
volkswagen,jetta.,2015.0,sedan,1.0,other,697.0,gas,4.0,auto,1.4,yes,50950.0,10.0,17876.0
ssangyong,rexton.,2013.0,jeep,3.0,other,716.0,diesel,4.0,auto,2,no,94307.0,4.0,39750.0
nissan,juke,2011.0,jeep,5.0,jet black,583.0,gas,4.0,auto,1.6,yes,124800.0,0.0,16935.0
toyota,highlander sport,2012.0,jeep,3.0,other,11058.0,gas,6.0,auto,3.5,no,134114.0,10.0,37633.0
hyundai,tucson.,2011.0,jeep,0.0,metallic,707.0,diesel,4.0,auto,2,no,106360.0,4.0,20237.0
toyota,camry,2012.0,sedan,5.0,sapphire blue,1512.0,hybrid,4.0,auto,2.5,no,156816.0,12.0,11340.0
ford,fusion,2014.0,sedan,4.0,jet black,431.0,hybrid,4.0,auto,2,no,194974.0,0.0,9404.0
mercedes-benz,cla 250,2015.0,sedan,2.0,other,765.0,gas,4.0,auto,2,no,74939.0,12.0,1019.0
other,liberty,1995.0,other,6.0,metallic,1632.0,gas,6.0,auto,3.7,no,137582.0,6.0,11000.0
hyundai,sonata,2016.0,sedan,2.0,other,891.0,gas,4.0,auto,2,no,284490.0,4.0,15681.0
ssangyong,rexton,2010.0,jeep,1.0,other,1099.0,diesel,4.0,auto,2.7,no,246600.0,4.0,15718.0
bmw,550,2006.0,sedan,3.0,pearl white,1451.0,gas,8.0,auto,4.8,no,111111.0,5.0,18817.0
hyundai,sonata,2013.0,sedan,3.0,metallic,2142.0,hybrid,6.0,auto,2.4,no,21920.0,11.0,20071.0
mercedes-benz,a 160.,2001.0,sedan,2.0,other,2065.0,gas,4.0,auto,1.6,no,0.0,4.0,5700.0
toyota,prius v,2012.0,hatchback,2.0,charcoal,586.0,hybrid,4.0,auto,1.8,no,14136.0,8.0,17876.0
mazda,cx-9,2016.0,sedan,2.0,crimson,1091.0,gas,4.0,auto,2.5,no,154862.0,12.0,3293.0
jeep,compass,2003.0,jeep,2.0,crimson,1445.0,gas,4.0,auto,2.4,no,167510.0,4.0,16358.0
bmw,320,1999.0,sedan,3.0,other,2555.0,diesel,14.0,manual,2.0,yes,350000.0,4.0,7840.0
toyota,chr,2019.0,jeep,2.0,other,1077.0,gas,4.0,auto,2,no,78424.0,12.0,5488.0
nissan,skyline,2008.0,sedan,3.0,metallic,1787.0,gas,4.0,auto,2.5,no,112000.0,12.0,10976.0
toyota,prius,2010.0,hatchback,2.0,metallic,1622.0,hybrid,0.0,auto,1.8,no,120.0,4.0,16621.0
ford,escape 3.0,2010.0,jeep,4.0,other,1945.0,gas,16.0,auto,3,no,166635.0,6.0,17249.0
honda,fit,2014.0,hatchback,1.0,other,784.0,gas,4.0,auto,1.5,no,30430.0,4.0,36721.0
kia,optima,2014.0,sedan,0.0,pearl white,638.0,gas,0.0,auto,2,no,36.0,4.0,16778.0
toyota,prius,2009.0,hatchback,0.0,jet black,2369.0,hybrid,4.0,auto,1.8,no,249600.0,6.0,14700.0
toyota,corolla.,2015.0,sedan,2.0,other,697.0,gas,4.0,auto,1.6,no,139400.0,8.0,13485.0
hyundai,sonata,2016.0,sedan,3.0,other,891.0,gas,4.0,auto,2,no,265917.0,4.0,15681.0
honda,insight,2010.0,hatchback,3.0,sapphire blue,574.0,hybrid,4.0,auto,1.3,no,187312.0,0.0,1803.0
honda,fred,2010.0,minivan,1.0,charcoal,2266.0,gas,4.0,auto,1.5,no,19000.0,2.0,24000.0
mitsubishi,pajero,1992.0,jeep,3.0,charcoal,862.0,gas,16.0,manual,3,no,1111.0,0.0,7527.0
honda,fit,2007.0,hatchback,0.0,pearl white,2447.0,hybrid,4.0,auto,1.3,no,112000.0,8.0,12231.0
bmw,x5.,2003.0,jeep,1.0,jet black,1057.0,gas,0.0,auto,3,no,178.0,8.0,13485.0
hyundai,elantra,2007.0,sedan,1.0,other,988.0,diesel,14.0,auto,1.5,no,53668.0,4.0,5927.0
toyota,prius,2011.0,hatchback,4.0,metallic,645.0,gas,4.0,auto,1.8,no,156000.0,0.0,16308.0
ssangyong,rexton,2012.0,jeep,0.0,metallic,642.0,diesel,0.0,auto,2,no,144.0,4.0,25889.0
lexus,rx 450,2013.0,jeep,1.0,other,1055.0,hybrid,16.0,auto,3.5,no,138038.0,12.0,1019.0
kia,optima.,2010.0,sedan,1.0,jet black,764.0,diesel,0.0,auto,1.7,no,30.0,4.0,32772.0
mercedes-benz,c 280,1997.0,sedan,3.0,jet black,2065.0,gas,6.0,auto,2.8,no,100000.0,10.0,5331.0
mercedes-benz,ml 350,2015.0,jeep,2.0,charcoal,1273.0,diesel,6.0,auto,3.5,no,79080.0,12.0,22894.0
hyundai,h1,2013.0,universal,2.0,metallic,779.0,diesel,4.0,auto,2.5,no,197441.0,4.0,23129.0
opel,astra,1995.0,hatchback,3.0,ruby red,1587.0,gas,4.0,auto,1.6,no,231000.0,2.0,4701.0
dodge,caliber,2005.0,hatchback,0.0,other,707.0,gas,4.0,auto,0,no,200000.0,10.0,10976.0
hyundai,elantra.,2013.0,sedan,6.0,pearl white,585.0,gas,4.0,auto,1.8,no,1456394.0,8.0,16621.0
chevrolet,captiva,2012.0,jeep,5.0,metallic,9358.0,diesel,4.0,auto,2,no,138292.0,4.0,25299.0
mercedes-benz,ml 500,2004.0,jeep,1.0,jet black,2065.0,gas,8.0,auto,5,no,299200.0,12.0,15681.0
honda,fit,2010.0,hatchback,4.0,pearl white,1067.0,hybrid,4.0,auto,0,no,157000.0,2.0,11604.0
chevrolet,captiva.,2007.0,jeep,2.0,metallic,8718.0,diesel,4.0,auto,2,no,60280.0,4.0,6241.0
chevrolet,spark,2008.0,hatchback,2.0,jet black,363.0,gas,4.0,auto,1,no,198000.0,4.0,8674.0
hyundai,santa fe,2016.0,jeep,5.0,pearl white,765.0,diesel,0.0,auto,2,no,153.0,4.0,44247.0
lexus,es 350,2010.0,sedan,3.0,jet black,1399.0,gas,6.0,auto,3.5,no,187144.0,12.0,1254.0
hyundai,sonata,2016.0,sedan,4.0,metallic,10891.0,gas,4.0,auto,2,no,219432.0,4.0,15681.0
hyundai,elantra,2014.0,sedan,2.0,metallic,528.0,gas,4.0,auto,0,no,75000.0,4.0,10976.0
toyota,rav 4,2001.0,jeep,3.0,jet black,1624.0,diesel,0.0,manual,2.0,yes,335.0,2.0,46414.0
ford,expedition,2011.0,jeep,2.0,other,11714.0,gas,6.0,auto,3.5,no,130499.0,12.0,11917.0
mercedes-benz,230,2006.0,sedan,0.0,jet black,2065.0,gas,6.0,auto,2.5,no,270000.0,8.0,15053.0
hyundai,santa fe.,2013.0,jeep,0.0,pearl white,836.0,diesel,4.0,auto,2,no,51604.0,4.0,10964.0
buick,encore,2016.0,jeep,0.0,pearl white,738.0,gas,4.0,auto,1.4,no,24000.0,0.0,31361.0
other,s6,2007.0,sedan,5.0,pearl white,3208.0,gas,0.0,auto,5.2,no,108.0,6.0,13000.0
other,tribute,2001.0,jeep,4.0,ruby red,1632.0,gas,4.0,auto,2,no,1000.0,6.0,5000.0
toyota,tacoma,2013.0,jeep,3.0,pearl white,834.0,gas,4.0,auto,0,no,397915.0,12.0,27284.0
ford,escape,2008.0,jeep,1.0,sky blue,2607.0,hybrid,4.0,auto,2.3,no,86400.0,10.0,16935.0
toyota,avalon limited,2013.0,sedan,1.0,sand,10779.0,hybrid,4.0,auto,0,no,92200.0,12.0,36065.0
mercedes-benz,200,1998.0,universal,3.0,jet black,2065.0,gas,0.0,manual,2,no,200.0,2.0,3763.0
opel,vectra b,2001.0,sedan,4.0,other,1596.0,gas,4.0,manual,0,no,255100.0,2.0,5645.0
kia,optima,2017.0,sedan,5.0,pearl white,831.0,gas,4.0,auto,1.6,yes,76000.0,12.0,21326.0
mercedes-benz,clk 320,2000.0,coupe,1.0,jet black,2065.0,gas,6.0,auto,3.2,no,111111.0,4.0,7840.0
toyota,camry.,2011.0,sedan,1.0,other,862.0,gas,4.0,auto,2.5,no,190698.0,12.0,2274.0
toyota,corolla,2014.0,sedan,3.0,other,980.0,gas,4.0,auto,1.8,no,37878.0,12.0,10036.0
chevrolet,orlando.,2015.0,jeep,4.0,other,764.0,gas,4.0,auto,2,no,31892.0,4.0,13642.0
toyota,camry,2014.0,sedan,1.0,jet black,779.0,hybrid,0.0,auto,2.5,no,190.0,12.0,5018.0
ssangyong,actyon,2011.0,jeep,0.0,crimson,707.0,diesel,4.0,auto,2,no,129302.0,4.0,20297.0
toyota,aqua g klas,2012.0,hatchback,6.0,sky blue,1667.0,hybrid,14.0,auto,1.5,no,149000.0,6.0,9000.0
toyota,camry,2013.0,sedan,1.0,pearl white,779.0,gas,6.0,auto,2.5,no,10000.0,15.0,20385.0
honda,fit,2010.0,hatchback,4.0,chocolate,1067.0,gas,4.0,auto,1.3,no,113349.0,4.0,10052.0
jeep,compass,2014.0,jeep,6.0,other,749.0,gas,4.0,auto,2.4,no,126627.0,4.0,29075.0
bmw,525,1996.0,sedan,6.0,sky blue,1822.0,gas,6.0,manual,2.5,no,0.0,4.0,5645.0
toyota,prius,2014.0,hatchback,0.0,pearl white,308.0,hybrid,4.0,auto,1.8,no,0.0,6.0,10976.0
volkswagen,passat,2015.0,sedan,0.0,jet black,697.0,gas,4.0,auto,1.8,yes,63523.0,8.0,20385.0
toyota,highlander,2003.0,sedan,1.0,other,1537.0,hybrid,6.0,auto,3.3,no,318358.0,12.0,1019.0
toyota,vitz,2012.0,hatchback,2.0,other,875.0,gas,3.0,auto,1,no,195000.0,2.0,8000.0
fiat,500,2013.0,sedan,2.0,pearl white,537.0,gas,4.0,manual,1.4,no,112000.0,5.0,11917.0
lexus,ct 200h,2011.0,hatchback,5.0,metallic,585.0,hybrid,4.0,auto,1.8,yes,267015.0,12.0,17876.0
hyundai,santa fe.,2011.0,jeep,2.0,metallic,1017.0,diesel,4.0,auto,2,no,151594.0,4.0,27889.0
hyundai,sonata,2008.0,sedan,2.0,sapphire blue,2262.0,hybrid,4.0,auto,2.4,no,244266.0,12.0,2587.0
subaru,forester,2011.0,jeep,1.0,charcoal,10862.0,gas,4.0,auto,0,no,118500.0,10.0,14113.0
toyota,camry,2014.0,sedan,4.0,other,777.0,gas,4.0,auto,2.5,no,53310.0,12.0,8938.0
toyota,prius c,2014.0,hatchback,3.0,metallic,271.0,hybrid,14.0,auto,1.5,no,196800.0,12.0,4547.0
chevrolet,orlando,2016.0,jeep,2.0,other,891.0,diesel,4.0,auto,2,no,114058.0,4.0,27924.0
honda,integra.,2005.0,coupe,4.0,metallic,2053.0,gas,4.0,manual,2,no,11111.0,4.0,10036.0
lexus,gx 460,2010.0,jeep,5.0,metallic,1811.0,gas,8.0,auto,4.6,no,275240.0,0.0,15681.0
ford,fusion,2014.0,sedan,4.0,metallic,333.0,hybrid,14.0,auto,2,no,0.0,0.0,1019.0
hyundai,h1,2014.0,minivan,1.0,other,777.0,diesel,4.0,auto,2.5,no,107483.0,4.0,32744.0
nissan,x-terra,1999.0,jeep,4.0,other,1787.0,gas,6.0,auto,4,no,203200.0,6.0,23521.0
mercedes-benz,ml 55 amg,2002.0,jeep,0.0,metallic,2065.0,gas,8.0,auto,5.5,no,24968.0,12.0,17249.0
chevrolet,cruze,2011.0,sedan,2.0,metallic,1880.0,gas,4.0,auto,1.4,no,97189.0,12.0,15994.0
ssangyong,actyon,2011.0,jeep,1.0,metallic,730.0,diesel,14.0,auto,1.6,no,45482.0,4.0,39499.0
hyundai,tucson,2010.0,jeep,2.0,other,836.0,diesel,0.0,auto,2,no,142.0,4.0,22063.0
toyota,rav 4,2015.0,jeep,3.0,charcoal,934.0,gas,4.0,auto,0,no,149019.0,0.0,28225.0
bmw,320 diesel.,2002.0,sedan,2.0,other,1822.0,diesel,4.0,manual,2.0,yes,280000.0,8.0,10036.0
ssangyong,actyon,2016.0,jeep,3.0,other,730.0,gas,4.0,auto,1.6,no,82574.0,4.0,42692.0
toyota,prius.,2013.0,sedan,1.0,other,585.0,hybrid,4.0,auto,1.8,no,89000.0,8.0,21326.0
hyundai,elantra,2013.0,sedan,3.0,jet black,585.0,gas,4.0,auto,1.8,no,286043.0,12.0,3136.0
honda,fit.,2013.0,universal,0.0,jet black,382.0,hybrid,4.0,auto,1.5,no,29220.0,4.0,41867.0
hyundai,h1,2014.0,universal,5.0,other,1249.0,diesel,4.0,auto,2.5,no,97440.0,4.0,44517.0
mercedes-benz,c 220,1999.0,sedan,2.0,other,2065.0,gas,4.0,manual,2,no,415386.0,4.0,7683.0
hyundai,h1,2014.0,minivan,1.0,lemon yellow,777.0,diesel,4.0,auto,2.5,no,198916.0,4.0,25264.0
mercedes-benz,e 350,2010.0,sedan,1.0,metallic,1172.0,diesel,16.0,auto,3.5,no,119379.0,12.0,16621.0
volkswagen,jetta.,2000.0,sedan,3.0,jet black,739.0,gas,4.0,auto,2,no,320000.0,2.0,6272.0
ford,transit,2008.0,microbus,5.0,sapphire blue,1195.0,diesel,4.0,manual,2.2,yes,155126.0,2.0,17249.0
honda,cr-v,2011.0,jeep,1.0,other,803.0,gas,4.0,auto,2.4,no,200960.0,12.0,1176.0
hyundai,tucson,2016.0,jeep,2.0,metallic,640.0,diesel,4.0,auto,2,no,120534.0,4.0,26372.0
chevrolet,volt,2005.0,hatchback,3.0,jet black,521.0,hybrid,4.0,auto,1.4,no,288778.0,0.0,2666.0
toyota,camry,2014.0,sedan,0.0,charcoal,1024.0,hybrid,6.0,auto,2.5,no,184000.0,12.0,15524.0
kia,picanto,2005.0,hatchback,5.0,jet black,475.0,gas,14.0,manual,1.1,no,218000.0,4.0,9408.0
mitsubishi,pajero,1992.0,jeep,2.0,jet black,862.0,diesel,6.0,auto,2.5,no,280000.0,2.0,10349.0
hyundai,sonata.,2014.0,sedan,2.0,other,2383.0,gas,4.0,auto,2,no,417661.0,4.0,10036.0
honda,fit premiumi,2011.0,hatchback,3.0,metallic,1236.0,hybrid,4.0,auto,1.3,no,133000.0,4.0,8147.0
toyota,prius.,2013.0,hatchback,1.0,other,585.0,hybrid,4.0,auto,1.8,no,0.0,0.0,14897.0
opel,astra,2003.0,hatchback,3.0,metallic,1587.0,gas,4.0,manual,1.2,no,234221.0,4.0,6800.0
hyundai,sonata,2016.0,sedan,2.0,metallic,891.0,gas,0.0,auto,2,no,314.0,4.0,15681.0
mercedes-benz,ml 350 special edition.,2004.0,jeep,0.0,metallic,2065.0,gas,6.0,auto,3.5,no,175000.0,12.0,20071.0
chevrolet,orlando,2015.0,jeep,0.0,jet black,10764.0,gas,4.0,auto,2,no,28633.0,4.0,21796.0
honda,fit,2006.0,hatchback,4.0,pearl white,2447.0,hybrid,4.0,auto,1.5,no,160000.0,0.0,17249.0
hyundai,santa fe,2016.0,jeep,0.0,other,1672.0,diesel,4.0,auto,2.2,no,137986.0,4.0,43416.0
bmw,x5,2014.0,jeep,0.0,pearl white,915.0,diesel,6.0,auto,3,no,110715.0,0.0,16621.0
ford,focus,2013.0,sedan,1.0,other,640.0,gas,4.0,auto,2,no,76800.0,6.0,14113.0
hyundai,sonata,2014.0,sedan,0.0,metallic,639.0,gas,4.0,auto,2,no,486631.0,4.0,10036.0
ford,mustang,2014.0,coupe,5.0,metallic,1462.0,gas,6.0,auto,3.7,no,128000.0,6.0,31361.0
hyundai,h1,2010.0,minivan,2.0,pearl white,2050.0,diesel,4.0,auto,2.5,no,124850.0,4.0,14081.0
toyota,aqua,2012.0,sedan,0.0,metallic,1268.0,gas,4.0,auto,1.5,no,102000.0,8.0,14113.0
chevrolet,captiva.,2008.0,jeep,3.0,pearl white,1094.0,diesel,0.0,auto,2,no,54.0,4.0,7840.0
toyota,corolla,2014.0,sedan,0.0,emerald green,1990.0,gas,4.0,auto,1.8,no,40000.0,16.0,23521.0
jeep,compass.,2013.0,jeep,1.0,other,751.0,gas,4.0,auto,2.4,no,105568.0,4.0,30185.0
nissan,versa se.,2018.0,sedan,0.0,metallic,880.0,gas,4.0,auto,1.6,no,6487.0,0.0,15681.0
hyundai,h1,2014.0,minivan,3.0,other,1125.0,diesel,4.0,auto,2.5,no,134990.0,4.0,12522.0
bmw,x5 3.0,2002.0,jeep,2.0,metallic,1822.0,diesel,6.0,auto,3.0,yes,256000.0,12.0,20071.0
hyundai,elantra,2011.0,sedan,2.0,other,583.0,gas,14.0,auto,1.6,no,125047.0,4.0,20266.0
hyundai,tucson,2016.0,jeep,3.0,other,770.0,diesel,0.0,auto,1.7,no,129.0,4.0,38445.0
mercedes-benz,gl 550,2014.0,jeep,3.0,other,2065.0,gas,8.0,auto,0,no,98466.0,12.0,9565.0
mercedes-benz,a 170 cdi,2000.0,hatchback,3.0,metallic,2065.0,diesel,4.0,manual,1.7,yes,270000.0,4.0,6272.0
toyota,prius.,2010.0,hatchback,1.0,jet black,463.0,hybrid,4.0,auto,1.8,no,0.0,12.0,6429.0
mercedes-benz,c 240,2003.0,sedan,5.0,emerald green,2065.0,gas,4.0,auto,2.4,no,220000.0,0.0,11917.0
toyota,prius,2010.0,hatchback,2.0,jet black,761.0,hybrid,0.0,auto,0,no,396.0,12.0,6429.0
audi,a6,1995.0,sedan,7.0,charcoal,4489.0,gas,6.0,auto,2.8,no,0.0,4.0,2500.0
ford,fiesta,2014.0,sedan,1.0,other,528.0,gas,0.0,manual,1.6,no,113.0,8.0,8781.0
toyota,prius v,2012.0,hatchback,0.0,pearl white,586.0,hybrid,4.0,auto,1.8,no,144000.0,0.0,16151.0
